ucode,batch,taxable_amount,total_amount,date,location,date_span,gdnreturndate,invoice_no,dispatching_branch,transactionno,transactiontype,medicinename,hsncode,qty,pack_quantity,gst,epr,purchase_rate,taxamount,flag,warehouseid,invoice,linenum,postingdate,gdndate,itemtypeid,txt,currencycode,department,profitcentre,segment,warehousegstnumber,customerid,customergstnumber,company,wareshouse_city_id,vendor_city_id,credit_note_number,e_invoicing_irn_number,e_invoicing_date,debitnote_status,dest_company,report_type,eway_bill_needed,einvoice_needed,gst_state,customer_status,original invoice no,original invoice,igst_value,cgst_value,sgst_value,posting profile,customer_pdi,dt
267158,GGSW25003,199.89,223.8768,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000043,THREPSI SOLUTIONS PVT LTD (MR-MUM),131746,GDN Return Mercury,GLIMISAVE MV 2.3MG STRIP OF 15 TABLETS,30049079,1,1,12,199.89,199.89,23.99,ICS,th213,DR0214-25A000043131746,36661,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,11.99,11.99,MSPP,3449,2025-06-27
267308,MC23004,235.92,264.2304,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,MONADINE STRIP OF 10 TABLETS,30049099,2,1,12,117.96,117.96,28.31,NORMAL,th213,DR0214-25A000042131714,45092,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14.16,14.16,MSPP,3449,2025-06-27
241206,NR1038,73.93,82.8016,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000222,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71324,GDN Return Mercury,NORMAXIN MB STRIP OF 10 CAPSULES,30049039,1,1,12,73.93,73.93,8.87,NORMAL,th223,DR0428-25A00022271324,485550,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,8.87,0,0,MSPP,73034,2025-07-01
271717,AJ23058,155.64,174.3168,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,TOPIFORT NX SUSPENSION 15ML,30049087,3,1,12,51.88,51.88,18.68,NORMAL,th213,DR0214-25A000042131714,46195,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,9.34,9.34,MSPP,3449,2025-06-27
273190,BCALE101,67.73,67.73,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000015,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57704,GDN Return Mercury,CALOSOFT AF LOTION 50ML,33049990,1,50 ML,0,67.73,67.73,0,NORMAL,th400,DR0408-25A00001557704,38371,2025-06-27,,Otc,,INR,,B2C,Otc,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
281259,HKT336,69.43,69.43,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000037,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57729,GDN Return Mercury,KETO 4S TUBE OF 15GM CREAM,30049099,1,15.0 G,0,69.43,69.43,0,NORMAL,th400,DR0408-25A00003757729,39032,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
330859,N2201548,289.294,289.294,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000026,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57717,GDN Return Mercury,GABAPIN NT 400MG STRIP OF 15 TABLETS,30049099,1,15 UNITS,0,289.29,289.294,0,NORMAL,th400,DR0408-25A00002657717,48932,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
I32475,713180D7,221.4,232.47,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000222,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71324,GDN Return Mercury,DUPHALAC LEMON FLAVOUR SOLUTION 250ML,30049039,1,1,5,221.4,221.4,11.07,NORMAL,th223,DR0428-25A00022271324,508874,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,11.07,0,0,MSPP,73034,2025-07-01
A92571,O23012,230.79,258.4848,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,NATVIE 400IU STRIP OF 15 CAPSULES,30045037,1,1,12,230.79,230.79,27.69,NORMAL,th213,DR0214-25A000042131714,49474,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,13.85,13.85,MSPP,3449,2025-06-27
A92571,O23010,461.58,516.9696,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,NATVIE 400IU STRIP OF 15 CAPSULES,30045037,2,1,12,230.79,230.79,55.39,NORMAL,th213,DR0214-25A000042131714,49477,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,27.69,27.69,MSPP,3449,2025-06-27
B29898,AYH0194,130.65,130.65,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000029,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57721,GDN Return Mercury,GLUFORMIN XL NEW 1GM STRIP OF 15 TABLETS,30043190,3,15 UNITS,0,43.55,43.55,0,NORMAL,th400,DR0408-25A00002957721,42539,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
B44899,0306BC1B00,441.52,441.52,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000035,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57727,GDN Return Mercury,HORLICKS PROTEIN PLUS VANILLA FLAVOUR POWDER 400GM,21069060,1,400 G,0,441.52,441.52,0,NORMAL,th400,DR0408-25A00003557727,42679,2025-06-27,,Otc,,INR,,B2C,Otc,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
C63594,KA2Y,124.418,124.418,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000030,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57722,GDN Return Mercury,ELTROXIN 25MCG BOTTLE OF 120 TABLETS,30043990,1,120 UNITS,0,124.42,124.418,0,NORMAL,th400,DR0408-25A00003057722,43945,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
57141,EMV241828,148.66,166.4992,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000225,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71333,GDN Return Mercury,DILIGAN 25MG STRIP OF 15 TABLETS,30049099,1,1,12,148.66,148.66,17.84,NORMAL,th223,DR0428-25A00022571333,552030,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,17.84,0,0,MSPP,73034,2025-07-01
F15905,H2GKX003,85.56,85.56,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000016,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57705,GDN Return Mercury,NOBEGLIZ 60MG XR STRIP OF 10 TABLETS,30049099,2,10 UNITS,0,42.78,42.78,0,NORMAL,th400,DR0408-25A00001657705,46423,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
I00429,23053,61.91,69.3392,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,SURFAZ SN TUBE OF 10GM CREAM,30049011,1,1,12,61.91,61.91,7.43,NORMAL,th213,DR0214-25A000042131714,55596,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.71,3.71,MSPP,3449,2025-06-27
I00429,24015,61.91,69.3392,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,SURFAZ SN TUBE OF 10GM CREAM,30049011,1,1,12,61.91,61.91,7.43,NORMAL,th213,DR0214-25A000042131714,55601,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.71,3.71,MSPP,3449,2025-06-27
259409,DN123492,85.42,100.7956,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000225,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71333,GDN Return Mercury,SOIHENZ STRIP OF 10 TABLETS,210690,1,1,18,85.42,85.42,15.38,NORMAL,th223,DR0428-25A00022571333,577166,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,15.38,0,0,MSPP,73034,2025-07-01
I01659,PCTE23102,79.746,89.31552,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,GLYPTEN 20MG STRIP OF 10 TABLETS,30043190,1,1,12,79.75,79.746,9.57,NORMAL,th213,DR0214-25A000042131714,57111,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.78,4.78,MSPP,3449,2025-06-27
I01829,IA23003,234.33,262.4496,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,GLYCIPHAGE VG1 STRIP OF 10 TABLETS,30043190,3,1,12,78.11,78.11,28.12,NORMAL,th213,DR0214-25A000042131714,57227,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14.06,14.06,MSPP,3449,2025-06-27
I09129,GLA23008-,122.75,137.48,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000225,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71333,GDN Return Mercury,TELMA BETA 25 STRIP OF 10 TABLETS,30049099,1,1,12,122.75,122.75,14.73,NORMAL,th223,DR0428-25A00022571333,593381,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,14.73,0,0,MSPP,73034,2025-07-01
I06764,PN23034,365.96,409.8752,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,GRILINCTUS L BOTTLE OF 100ML SUSPENSION,30049091,4,1,12,91.49,91.49,43.92,NORMAL,th213,DR0214-25A000042131714,59242,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,21.96,21.96,MSPP,3449,2025-06-27
I09178,N2201207,127.991,127.991,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000026,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57717,GDN Return Mercury,LEVERA 500MG STRIP OF 15 TABLETS,30049082,1,15 UNITS,0,127.99,127.991,0,NORMAL,th400,DR0408-25A00002657717,60716,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
I11804,5240199,208.93,234.0016,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000225,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71333,GDN Return Mercury,APREZO 30MG STRIP OF 10 TABLETS,300490,1,1,12,208.93,208.93,25.07,NORMAL,th223,DR0428-25A00022571333,594192,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,25.07,0,0,MSPP,73034,2025-07-01
I12789,2KV7K007,91.15,91.15,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000020,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57709,GDN Return Mercury,SEVISTA 30MG STRIP OF 15 TABLETS,30049099,1,15 UNITS,0,91.15,91.15,0,NORMAL,th400,DR0408-25A00002057709,57116,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
I13243,S23028,155.56,174.2272,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,GRILINCTUS LS BOTTLE OF 100ML SYRUP,30049099,2,1,12,77.78,77.78,18.67,NORMAL,th213,DR0214-25A000042131714,61042,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,9.33,9.33,MSPP,3449,2025-06-27
I13243,S23037,77.78,87.1136,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,GRILINCTUS LS BOTTLE OF 100ML SYRUP,30049099,1,1,12,77.78,77.78,9.33,NORMAL,th213,DR0214-25A000042131714,61044,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.67,4.67,MSPP,3449,2025-06-27
I13243,S23032,233.34,261.3408,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,GRILINCTUS LS BOTTLE OF 100ML SYRUP,30049099,3,1,12,77.78,77.78,28,NORMAL,th213,DR0214-25A000042131714,61045,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14,14,MSPP,3449,2025-06-27
I11949,BRD06247A-,153.64,172.0768,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000225,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71333,GDN Return Mercury,MIRAGO 25MG STRIP OF 10 TABLETS,30049099,1,1,12,153.64,153.64,18.44,NORMAL,th223,DR0428-25A00022571333,594245,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,18.44,0,0,MSPP,73034,2025-07-01
I39316,6AAIW007,120.82,142.5676,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000225,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71333,GDN Return Mercury,ORTHOBOON BANANA PINEAPPLE FLAVOUR SUGAR FREE SACHET OF 12 POWDER,21069099,2,1,18,60.41,60.41,21.75,NORMAL,th223,DR0428-25A00022571333,599493,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,21.75,0,0,MSPP,73034,2025-07-01
Q67033,A01812402,110.67,110.67,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000028,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57720,GDN Return Mercury,GLYCINORM TOTAL 30MG STRIP OF 15 TABLETS,30049039,1,15 UNITS,0,110.67,110.67,0,NORMAL,th400,DR0408-25A00002857720,73813,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
S29793,SPC230378,102.69,115.0128,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000033,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57726,GDN Return Mercury,PANTOP D STRIP OF 15 CAPSULES,30049039,1,15 UNITS,12,102.69,102.69,12.32,NORMAL,th400,DR0408-25A00003357726,75530,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,12.32,0,0,MSPP,37888,2025-06-27
S35505,IA23003,230.14,257.7568,2025-06-27,Simba_SMBA,Jun-2025,2025-06-27,DR0214-25A000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),131714,GDN Return Mercury,GLYCIPHAGE PG 1MG STRIP OF 15 TABLETS,30043190,2,1,12,115.07,115.07,27.62,NORMAL,th213,DR0214-25A000042131714,75624,2025-06-27,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,13.81,13.81,MSPP,3449,2025-06-27
T22849,IPN024001AK,244.8,244.8,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000031,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57723,GDN Return Mercury,PARI 20MG STRIP OF 15 TABLETS,30049099,1,15 UNITS,0,244.8,244.8,0,NORMAL,th400,DR0408-25A00003157723,76601,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
O47215,AMRS0002,143.76,161.0112,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000225,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71333,GDN Return Mercury,AMLONG MT 50/5MG STRIP OF 15 TABLETS,30049099,1,1,12,143.76,143.76,17.25,NORMAL,th223,DR0428-25A00022571333,606070,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,17.25,0,0,MSPP,73034,2025-07-01
W16087,N2301403,225,225,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000026,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57717,GDN Return Mercury,TENIVA M STRIP OF 20 TABLETS,30049099,1,20 UNITS,0,225,225,0,NORMAL,th400,DR0408-25A00002657717,79641,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
W60187,4NG018,77.32,77.32,2025-06-27,Bengaluru_VPIM,Jun-2025,2025-06-27,DR0408-25A000039,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),57731,GDN Return Mercury,VALPARIN ALKALETS 200MG STRIP OF 15 TABLETS,30049081,2,15 UNITS,0,38.66,38.66,0,NORMAL,th400,DR0408-25A00003957731,80126,2025-06-27,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-27
137685,BRZ1245,58.81,65.8672,2025-06-25,Bengaluru_VPIM,Jun-2025,2025-06-25,DR0402-25A000041,AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),57636,GDN Return Mercury,PENEGRA 50MG STRIP OF 4 TABLETS,30049099,1,1,12,58.81,58.81,7.06,NORMAL,th400,DR0402-25A00004157636,29240,2025-06-25,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th402,29AASCA1201E1ZZ,AWPSPL,,2598,,,,,API,GDN_RETURN_OTHERS,,,29-Karnataka,RP,,,0,3.53,3.53,MSPP,37678,2025-06-25
192582,ZPA0098,44.28,49.5936,2025-06-25,Bengaluru_VPIM,Jun-2025,2025-06-25,DR0402-25A000040,AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),57632,GDN Return Mercury,MOXCLAV 156.25MG BOTTLE OF 30ML SUSPENSION,30041030,1,1,12,44.28,44.28,5.31,NORMAL,th400,DR0402-25A00004057632,22482,2025-06-25,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th402,29AASCA1201E1ZZ,AWPSPL,,2598,,,,,API,GDN_RETURN_OTHERS,,,29-Karnataka,RP,,,0,2.66,2.66,MSPP,37678,2025-06-25
193194,SXE1330A,48.86,54.7232,2025-06-25,Bengaluru_VPIM,Jun-2025,2025-06-25,DR0402-25A000040,AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),57632,GDN Return Mercury,ZANOCIN 50MG BOTTLE OF 60ML ORAL LIQUID,30049099,1,1,12,48.86,48.86,5.86,NORMAL,th400,DR0402-25A00004057632,23068,2025-06-25,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th402,29AASCA1201E1ZZ,AWPSPL,,2598,,,,,API,GDN_RETURN_OTHERS,,,29-Karnataka,RP,,,0,2.93,2.93,MSPP,37678,2025-06-25
195746,G25RMA001,72.84,81.5808,2025-06-25,Bengaluru_VPIM,Jun-2025,2025-06-25,T0400-25A0001133,AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),57637,GDN Return Mercury,RAMITORVA STRIP OF 10 CAPSULES,30049079,2,1,12,36.42,36.42,8.74,ICS,th400,T0400-25A000113357637,24298,2025-06-25,2025-05-17,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th402,29AASCA1201E1ZZ,AWPSPL,,2598,,,,,API,GDN_RETURN_OTHERS,1,1,29-Karnataka,RP,T0400-25A0001133,2025-05-17,0,4.37,4.37,MSPP,37678,2025-06-25
385542,SIE2837A,65.571,73.43952,2025-06-25,Bengaluru_VPIM,Jun-2025,2025-06-25,DR0402-25A000042,AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),57643,GDN Return Mercury,CLOPILET A 150MG STRIP OF 15 CAPSULES,30049099,1,1,12,65.57,65.571,7.87,NORMAL,th400,DR0402-25A00004257643,48257,2025-06-25,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th402,29AASCA1201E1ZZ,AWPSPL,,2598,,,,,API,GDN_RETURN_OTHERS,,,29-Karnataka,RP,,,0,3.93,3.93,MSPP,37678,2025-06-25
I01296,FHB0456,221.785,248.3992,2025-06-25,Bengaluru_VPIM,Jun-2025,2025-06-25,DR0402-25A000042,AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),57643,GDN Return Mercury,ROSUVA GOLD 20MG STRIP OF 10 CAPSULES,30049099,1,1,12,221.79,221.785,26.61,NORMAL,th400,DR0402-25A00004257643,56208,2025-06-25,,Medicine,,INR,,B2C,Medicine,29AASCA3306L1ZA,th402,29AASCA1201E1ZZ,AWPSPL,,2598,,,,,API,GDN_RETURN_OTHERS,,,29-Karnataka,RP,,,0,13.31,13.31,MSPP,37678,2025-06-25
